user_id,product_id,count
32099,13176,27
33142,13176,2
43365,13176,46
43758,13176,65
58965,13176,24
60040,13176,4
60425,13176,50
60694,13176,4
65897,13176,48
69173,13176,56
71839,13176,9
72203,13176,6
76678,13176,13
77917,13176,2
81140,13176,7
89513,13176,44
90654,13176,18
91925,13176,5
97899,13176,1
99132,13176,1
99497,13176,16
101141,13176,11
104288,13176,10
106022,13176,15
106161,13176,32
106638,13176,19
108564,13176,3
109709,13176,2
110789,13176,6
110993,13176,1
111923,13176,2
116255,13176,18
119078,13176,5
129784,13176,7
129928,13176,47
132872,13176,13
137311,13176,1
144148,13176,18
144889,13176,17
147271,13176,12
147885,13176,19
148812,13176,12
151378,13176,38
151994,13176,1
152144,13176,14
155299,13176,1
159591,13176,48
161695,13176,1
167069,13176,69
178241,13176,23
180067,13176,18
182401,13176,53
185080,13176,36
197759,13176,4
201268,13176,54
290,13249,1
5557,13249,1
15124,13249,3
53694,13249,1
69173,13249,9
152144,13249,5
290,13536,1
31310,13536,10
53694,13536,1
97899,13536,3
100414,13536,3
114060,13536,1
116571,13536,2
151292,13536,3
155299,13536,2
191198,13536,1
290,13909,1
32099,13909,2
60040,13909,1
89513,13909,9
97899,13909,1
101141,13909,1
103142,13909,4
149399,13909,1
290,14159,3
24609,14159,1
74840,14159,3
88940,14159,1
95676,14159,1
100414,14159,2
116571,14159,1
136526,14159,5
161695,14159,4
191198,14159,1
290,14705,4
11912,14705,2
15503,14705,1
31310,14705,3
32099,14705,7
89513,14705,1
94945,14705,3
136526,14705,1
149399,14705,1
151994,14705,3
161695,14705,1
181209,14705,1
191198,14705,3
290,14992,2
2335,14992,3
11912,14992,2
15124,14992,2
16274,14992,9
24609,14992,7
25276,14992,1
31310,14992,1
53694,14992,5
60040,14992,5
60425,14992,3
71839,14992,1
72203,14992,1
74840,14992,2
75304,14992,3
81140,14992,7
91925,14992,1
97899,14992,4
103142,14992,5
106161,14992,3
108564,14992,1
110824,14992,1
110993,14992,1
111923,14992,1
116571,14992,7
137311,14992,1
148812,14992,2
151378,14992,2
151994,14992,5
181697,14992,6
197759,14992,1
290,16797,1
2258,16797,1
2335,16797,11
4694,16797,8
11912,16797,4
15124,16797,17
15229,16797,1
16274,16797,6
21469,16797,6
23297,16797,5
24609,16797,7
25276,16797,3
31310,16797,5
33731,16797,1
43365,16797,3
43758,16797,3
48292,16797,5
53694,16797,33
58311,16797,2
60040,16797,1
60259,16797,2
65897,16797,3
69173,16797,5
71839,16797,8
74840,16797,25
75304,16797,3
76678,16797,5
77917,16797,1
81140,16797,3
88940,16797,9
90654,16797,5
91925,16797,4
95676,16797,1
97899,16797,1
100414,16797,5
103142,16797,41
106022,16797,2
106161,16797,3
106638,16797,2
110824,16797,1
110993,16797,2
111923,16797,16
114060,16797,1
116571,16797,23
129784,16797,5
133970,16797,27
137311,16797,20
143961,16797,3
144889,16797,1
147271,16797,6
147885,16797,7
148812,16797,6
149399,16797,8
151378,16797,4
151994,16797,8
152144,16797,11
155299,16797,1
161695,16797,1
167069,16797,8
176478,16797,19
178241,16797,1
180067,16797,2
181209,16797,6
181697,16797,2
182401,16797,2
191198,16797,1
197759,16797,2
201268,16797,5
290,16953,1
2335,16953,1
4694,16953,2
15124,16953,1
15503,16953,2
24609,16953,2
31310,16953,3
48292,16953,2
72203,16953,2
75304,16953,1
88940,16953,1
89513,16953,3
94945,16953,1
99132,16953,2
103142,16953,8
116571,16953,1
129928,16953,1
136526,16953,2
144148,16953,1
149399,16953,3
151292,16953,2
151994,16953,7
152144,16953,1
155299,16953,2
159591,16953,4
161695,16953,1
181209,16953,3
181697,16953,12
185080,16953,1
191198,16953,10
196710,16953,1
197506,16953,1
201268,16953,1
290,17008,1
31310,17008,8
48292,17008,3
53694,17008,16
60259,17008,8
88940,17008,14
100414,17008,5
103142,17008,1
110993,17008,5
114060,17008,8
149399,17008,1
151994,17008,7
155299,17008,1
161695,17008,1
197506,17008,7
290,17794,2
2258,17794,9
2335,17794,1
3830,17794,6
5557,17794,2
15124,17794,5
15229,17794,7
16274,17794,16
23297,17794,7
25276,17794,13
43365,17794,1
43758,17794,1
53694,17794,1
58311,17794,3
58965,17794,2
60040,17794,4
65897,17794,10
69173,17794,4
71839,17794,4
74840,17794,12
76678,17794,1
77917,17794,6
81140,17794,10
88940,17794,2
90654,17794,3
91925,17794,12
95676,17794,2
97899,17794,9
104288,17794,2
106161,17794,55
106638,17794,22
108564,17794,3
109709,17794,2
114060,17794,1
119078,17794,6
129784,17794,1
129928,17794,1
132872,17794,16
137311,17794,1
144889,17794,9
147885,17794,1
149399,17794,5
151378,17794,2
161695,17794,1
178241,17794,1
180067,17794,2
182401,17794,1
191198,17794,1
290,17949,1
2258,17949,13
77917,17949,2
90654,17949,1
104288,17949,3
109709,17949,1
110789,17949,10
129928,17949,2
151378,17949,2
290,18599,1
16274,18599,2
60040,18599,1
75304,18599,10
94945,18599,2
97899,18599,2
103142,18599,1
119078,18599,2
136526,18599,1
148812,18599,1
151378,18599,1
161695,18599,1
181209,18599,1
182401,18599,2
290,18987,1
11912,18987,1
15503,18987,9
24609,18987,1
32099,18987,2
48292,18987,9
59979,18987,3
60040,18987,1
60259,18987,4
72203,18987,1
89513,18987,1
94945,18987,3
100414,18987,2
101141,18987,4
114060,18987,4
151292,18987,2
155299,18987,1
161695,18987,3
181209,18987,3
181697,18987,8
185080,18987,1
191198,18987,10
197759,18987,1
290,19173,2
53694,19173,6
65897,19173,1
95676,19173,1
99132,19173,1
103142,19173,2
110993,19173,1
119078,19173,3
155299,19173,2
181209,19173,2
290,19488,3
2335,19488,7
11912,19488,3
60259,19488,3
110824,19488,1
290,19734,1
2335,19734,1
15503,19734,3
32099,19734,1
33731,19734,1
48292,19734,1
60259,19734,1
72203,19734,1
97899,19734,1
99132,19734,2
101141,19734,1
151292,19734,1
151994,19734,1
159591,19734,4
181209,19734,3
185080,19734,1
290,19863,7
48292,19863,1
114060,19863,1
290,20468,2
15503,20468,2
32099,20468,1
58311,20468,1
60259,20468,1
75304,20468,3
88940,20468,2
94945,20468,4
95676,20468,1
101141,20468,1
103142,20468,3
114060,20468,3
151292,20468,2
151994,20468,1
181209,20468,1
185080,20468,3
290,20738,1
60040,20738,1
72203,20738,1
75304,20738,5
97899,20738,4
119078,20738,13
129928,20738,17
143961,20738,2
147885,20738,8
155299,20738,26
196710,20738,11
290,21070,2
4694,21070,1
109709,21070,1
201268,21070,9
290,22142,1
11912,22142,2
16274,22142,1
23297,22142,6
32099,22142,4
53694,22142,1
60425,22142,2
74840,22142,1
75304,22142,5
77917,22142,1
81140,22142,1
89513,22142,2
90654,22142,1
100414,22142,2
108564,22142,2
109709,22142,1
119078,22142,1
129784,22142,1
132872,22142,2
133970,22142,2
137311,22142,1
149399,22142,3
185080,22142,4
191198,22142,1
290,22882,1
2335,22882,3
4694,22882,42
15503,22882,1
33731,22882,2
48292,22882,8
89513,22882,7
116571,22882,21
185080,22882,1
196710,22882,1
290,22959,4
21469,22959,1
33731,22959,1
60040,22959,5
60694,22959,1
97899,22959,18
110993,22959,1
196710,22959,13
290,23405,46
15229,23405,1
15503,23405,1
43365,23405,2
48292,23405,1
69173,23405,1
71839,23405,2
72203,23405,1
75304,23405,1
84047,23405,2
88940,23405,1
89513,23405,3
100414,23405,1
103142,23405,1
109709,23405,1
110993,23405,1
111923,23405,1
119078,23405,2
129784,23405,1
136526,23405,1
144889,23405,1
147271,23405,1
148812,23405,1
151292,23405,2
151994,23405,3
161695,23405,1
181209,23405,1
185080,23405,1
191198,23405,1
290,23909,1
4694,23909,3
32099,23909,40
53694,23909,28
60040,23909,24
72203,23909,6
75304,23909,33
97899,23909,32
99132,23909,11
147885,23909,4
181697,23909,38
191198,23909,1
196710,23909,5
290,24382,2
4694,24382,1
16274,24382,1
21469,24382,2
31310,24382,4
33142,24382,1
48292,24382,2
60040,24382,3
60694,24382,1
65897,24382,1
71839,24382,1
84047,24382,1
88940,24382,1
97899,24382,4
99132,24382,1
106022,24382,1
110824,24382,2
143961,24382,1
155299,24382,1
176478,24382,3
181697,24382,2
290,25146,1
2335,25146,2
15503,25146,1
21469,25146,2
24609,25146,11
31310,25146,1
33142,25146,2
60259,25146,3
60694,25146,1
65897,25146,13
72203,25146,1
95676,25146,1
99132,25146,1
103142,25146,2
106022,25146,8
119078,25146,22
129928,25146,5
136526,25146,1
155299,25146,13
185080,25146,1
191198,25146,18
201268,25146,1
290,25513,1
15124,25513,1
24609,25513,2
43365,25513,1
53694,25513,1
59979,25513,1
60694,25513,7
65897,25513,1
104288,25513,1
109709,25513,3
129784,25513,1
129928,25513,1
132872,25513,2
178241,25513,3
201268,25513,44
290,25544,1
32099,25544,4
53694,25544,3
58311,25544,3
60259,25544,5
88940,25544,1
89513,25544,1
97899,25544,1
99132,25544,1
100414,25544,1
111923,25544,2
114060,25544,2
149399,25544,1
151292,25544,3
151994,25544,5
197759,25544,1
290,26882,15
5557,26882,1
25276,26882,9
60694,26882,1
74840,26882,1
108564,26882,2
110993,26882,2
149399,26882,1
161695,26882,3
197506,26882,4
290,27323,1
31310,27323,2
32099,27323,1
48292,27323,1
53694,27323,4
58311,27323,1
101141,27323,3
110824,27323,3
110993,27323,2
111923,27323,2
114060,27323,16
136526,27323,1
137311,27323,7
149399,27323,4
151994,27323,2
159591,27323,1
181209,27323,3
290,27356,2
11912,27356,1
15503,27356,1
48292,27356,1
110824,27356,2
290,31066,1
15503,31066,4
16274,31066,1
25276,31066,4
53694,31066,1
58965,31066,1
60040,31066,1
60694,31066,1
72203,31066,1
75304,31066,1
76678,31066,1
88940,31066,6
94945,31066,1
97899,31066,1
99132,31066,1
100414,31066,2
103142,31066,1
109709,31066,1
110993,31066,1
149399,31066,1
151994,31066,1
161695,31066,2
178241,31066,1
185080,31066,4
197506,31066,2
290,31487,1
4694,31487,11
48292,31487,3
75304,31487,2
143961,31487,1
197506,31487,2
290,31506,1
2258,31506,2
2335,31506,2
3830,31506,7
5557,31506,5
11912,31506,1
15124,31506,3
15503,31506,5
23297,31506,9
25276,31506,1
31310,31506,7
43365,31506,6
43758,31506,7
58965,31506,2
60259,31506,2
60425,31506,4
60694,31506,1
65897,31506,3
69173,31506,7
74840,31506,1
81140,31506,8
84047,31506,1
90654,31506,3
91925,31506,10
94945,31506,10
97899,31506,1
100414,31506,2
101141,31506,1
103142,31506,7
104288,31506,8
108564,31506,4
110993,31506,2
111923,31506,6
116255,31506,7
116571,31506,2
119078,31506,12
129784,31506,3
132872,31506,4
137311,31506,2
144889,31506,12
147885,31506,4
148812,31506,4
149399,31506,1
151378,31506,2
151994,31506,2
155299,31506,3
159591,31506,7
161695,31506,1
167069,31506,9
176478,31506,1
178241,31506,10
180067,31506,1
182401,31506,6
201268,31506,13
290,31564,1
15503,31564,2
31310,31564,2
75304,31564,1
89513,31564,1
100414,31564,1
114060,31564,3
136526,31564,1
151292,31564,1
181209,31564,1
191198,31564,6
196710,31564,1
290,31981,25
5557,31981,1
53694,31981,1
60259,31981,30
103142,31981,4
290,32156,1
15503,32156,1
32099,32156,2
58965,32156,6
60040,32156,1
75304,32156,5
97899,32156,3
99132,32156,1
136526,32156,1
155299,32156,3
196710,32156,2
290,32553,1
4694,32553,1
119078,32553,1
129928,32553,1
132872,32553,1
155299,32553,8
290,32573,1
4694,32573,1
75304,32573,1
95676,32573,1
99132,32573,1
100414,32573,2
110824,32573,1
110993,32573,3
114060,32573,2
116571,32573,5
181209,32573,1
191198,32573,8
290,32650,7
4694,32650,12
11912,32650,1
24609,32650,4
60259,32650,6
89513,32650,1
94945,32650,4
103142,32650,3
110824,32650,1
116571,32650,1
151292,32650,2
290,32700,1
2335,32700,17
15503,32700,3
31310,32700,2
32099,32700,4
48292,32700,2
89513,32700,1
95676,32700,13
99132,32700,1
101141,32700,9
151994,32700,2
159591,32700,5
290,32734,1
2335,32734,16
5557,32734,1
15229,32734,1
32099,32734,4
69173,32734,1
75304,32734,1
81140,32734,2
84047,32734,1
88940,32734,1
95676,32734,1
97899,32734,4
106022,32734,1
110993,32734,5
114060,32734,8
129784,32734,4
132872,32734,1
137311,32734,1
147885,32734,2
149399,32734,1
151378,32734,1
290,33493,1
48292,33493,2
94945,33493,1
100414,33493,1
101141,33493,1
110824,33493,1
159591,33493,2
290,34024,1
110993,34024,4
185080,34024,1
196710,34024,1
290,34449,7
11912,34449,2
31310,34449,2
32099,34449,1
60259,34449,1
95676,34449,1
97899,34449,4
133970,34449,2
151292,34449,1
151994,34449,1
185080,34449,1
197506,34449,1
290,35042,1
2258,35042,1
11912,35042,17
24609,35042,2
31310,35042,9
32099,35042,3
53694,35042,1
60040,35042,2
60259,35042,6
75304,35042,1
88940,35042,2
89513,35042,3
97899,35042,1
100414,35042,1
103142,35042,2
110824,35042,1
136526,35042,7
149399,35042,3
151292,35042,5
151994,35042,7
161695,35042,3
181697,35042,1
185080,35042,2
197506,35042,1
290,36431,1
15503,36431,13
60040,36431,1
72203,36431,1
75304,36431,9
94945,36431,2
97899,36431,1
100414,36431,1
155299,36431,2
185080,36431,6
290,36865,1
33142,36865,11
33731,36865,40
43365,36865,1
108564,36865,1
110789,36865,2
147271,36865,13
167069,36865,3
180067,36865,2
201268,36865,34
290,37096,1
11912,37096,1
24609,37096,1
31310,37096,1
32099,37096,1
48292,37096,2
94945,37096,1
103142,37096,2
110824,37096,2
110993,37096,3
114060,37096,1
136526,37096,1
151994,37096,7
181209,37096,2
185080,37096,1
191198,37096,1
290,37250,2
11912,37250,15
71839,37250,3
110993,37250,3
136526,37250,1
137311,37250,1
151994,37250,3
181209,37250,5
290,38200,1
2335,38200,2
15503,38200,17
21469,38200,1
48292,38200,2
53694,38200,1
60040,38200,10
75304,38200,1
90654,38200,1
95676,38200,13
97899,38200,30
101141,38200,1
110824,38200,1
155299,38200,2
181209,38200,1
181697,38200,1
290,39922,1
4694,39922,1
72203,39922,1
99132,39922,10
110993,39922,3
116571,39922,3
151292,39922,10
181697,39922,1
201268,39922,14
290,40136,2
15503,40136,5
48292,40136,2
60259,40136,2
75304,40136,2
110993,40136,1
111923,40136,12
136526,40136,6
181697,40136,1
290,40310,1
2258,40310,1
4694,40310,21
21469,40310,6
58311,40310,1
72203,40310,1
74840,40310,16
88940,40310,5
99132,40310,3
101141,40310,14
106161,40310,4
106638,40310,1
108564,40310,1
111923,40310,2
114060,40310,1
147271,40310,1
147885,40310,4
149399,40310,1
151292,40310,6
152144,40310,2
155299,40310,2
176478,40310,1
181697,40310,6
185080,40310,1
197759,40310,3
290,40910,1
2258,40910,1
3830,40910,6
32099,40910,1
42113,40910,2
48292,40910,1
58311,40910,1
60694,40910,10
88940,40910,26
97899,40910,1
99132,40910,3
99497,40910,1
110789,40910,1
151994,40910,1
180067,40910,1
181209,40910,3
185080,40910,1
191198,40910,1
290,41290,9
2335,41290,24
15503,41290,10
21469,41290,1
24609,41290,3
53694,41290,1
60259,41290,1
60425,41290,15
65897,41290,2
72203,41290,1
75304,41290,2
88940,41290,3
100414,41290,2
119078,41290,10
144889,41290,2
149399,41290,1
151292,41290,15
152144,41290,2
159591,41290,4
180067,41290,11
181209,41290,1
181697,41290,1
290,43076,1
15124,43076,1
15229,43076,1
53694,43076,3
60040,43076,4
60259,43076,1
65897,43076,1
75304,43076,3
88940,43076,15
89513,43076,1
97899,43076,3
106161,43076,2
106638,43076,1
119078,43076,2
143961,43076,1
151292,43076,4
197506,43076,1
290,43409,20
2335,43409,3
11912,43409,2
32099,43409,5
33731,43409,8
60040,43409,1
60259,43409,2
88940,43409,1
100414,43409,7
103142,43409,4
111923,43409,5
151292,43409,1
181209,43409,4
185080,43409,2
196710,43409,3
290,43631,1
48292,43631,1
88940,43631,22
94945,43631,2
97899,43631,3
290,43772,1
2335,43772,3
4694,43772,6
11912,43772,2
15124,43772,4
15503,43772,7
24609,43772,6
32099,43772,2
43758,43772,4
48292,43772,1
53694,43772,5
88940,43772,13
89513,43772,2
90654,43772,1
91925,43772,2
95676,43772,2
97899,43772,1
100414,43772,2
103142,43772,3
110824,43772,1
110993,43772,3
111923,43772,12
114060,43772,9
116571,43772,19
129928,43772,9
136526,43772,4
144889,43772,8
147885,43772,2
149399,43772,5
151292,43772,5
151994,43772,4
152144,43772,1
155299,43772,4
159591,43772,1
161695,43772,3
181209,43772,4
181697,43772,9
185080,43772,3
191198,43772,8
197506,43772,6
290,43967,16
15503,43967,1
32099,43967,1
48292,43967,1
75304,43967,3
94945,43967,1
99132,43967,1
101141,43967,21
110824,43967,1
132872,43967,1
151292,43967,4
181697,43967,4
290,44234,1
4694,44234,1
11912,44234,1
58311,44234,1
60259,44234,3
94945,44234,1
97899,44234,5
101141,44234,1
110993,44234,2
114060,44234,3
116571,44234,1
133970,44234,3
136526,44234,2
149399,44234,1
155299,44234,1
185080,44234,1
196710,44234,1
290,44245,9
2335,44245,1
11912,44245,1
15503,44245,4
31310,44245,3
32099,44245,2
60259,44245,1
89513,44245,2
100414,44245,1
101141,44245,1
151292,44245,3
151994,44245,2
155299,44245,1
159591,44245,2
185080,44245,2
197759,44245,1
290,44371,1
43365,44371,1
60425,44371,1
76678,44371,5
99497,44371,1
290,46802,2
2258,46802,1
3830,46802,1
4694,46802,1
16274,46802,5
53694,46802,1
58965,46802,1
77917,46802,1
94945,46802,1
97899,46802,1
104288,46802,1
106638,46802,1
108564,46802,2
109709,46802,6
129784,46802,1
132872,46802,1
143961,46802,5
144889,46802,7
148812,46802,2
167069,46802,4
180067,46802,1
290,47008,4
11912,47008,2
53694,47008,1
71839,47008,1
106638,47008,2
108564,47008,1
111923,47008,1
137311,47008,1
144889,47008,1
151378,47008,1
151994,47008,2
290,47788,1
5557,47788,1
15124,47788,2
60040,47788,1
72203,47788,1
75304,47788,2
91925,47788,1
94945,47788,2
97899,47788,4
100414,47788,1
106161,47788,6
129784,47788,1
151292,47788,1
161695,47788,1
181697,47788,2
182401,47788,5
290,47865,1
4694,47865,3
24609,47865,1
32099,47865,2
48292,47865,3
88940,47865,7
159591,47865,3
181697,47865,1
185080,47865,1
191198,47865,1
290,48299,1
53694,48299,2
58311,48299,1
88940,48299,3
95676,48299,2
103142,48299,1
149399,48299,2
181209,48299,3
191198,48299,2
2258,79,3
99497,79,1
100414,79,1
104288,79,1
144148,79,1
147271,79,6
2258,311,1
43365,311,13
58965,311,1
60259,311,4
60694,311,1
84047,311,1
106161,311,7
108564,311,2
110824,311,2
116571,311,6
151378,311,2
152144,311,1
161695,311,1
176478,311,1
178241,311,1
182401,311,5
197506,311,1
2258,1244,3
3830,1244,19
15124,1244,1
15229,1244,3
42113,1244,1
58965,1244,1
65897,1244,2
71839,1244,2
77917,1244,5
104288,1244,2
106022,1244,3
106161,1244,1
106638,1244,1
108564,1244,4
109709,1244,5
144148,1244,1
147271,1244,2
167069,1244,1
178241,1244,1
201268,1244,1
2258,2295,3
3830,2295,1
5557,2295,1
15124,2295,2
16274,2295,2
23297,2295,1
31310,2295,3
32099,2295,1
42113,2295,3
60694,2295,1
69173,2295,1
71839,2295,1
72203,2295,1
74840,2295,1
77917,2295,2
81140,2295,6
89513,2295,1
91925,2295,1
95676,2295,5
101141,2295,1
106161,2295,22
108564,2295,2
111923,2295,12
132872,2295,2
144148,2295,1
144889,2295,5
147271,2295,2
147885,2295,1
149399,2295,1
151292,2295,5
159591,2295,10
178241,2295,2
181209,2295,3
182401,2295,1
185080,2295,1
2258,2314,1
3830,2314,2
16274,2314,2
58965,2314,2
60425,2314,1
69173,2314,1
76678,2314,3
81140,2314,7
91925,2314,1
95676,2314,1
99497,2314,1
106161,2314,12
108564,2314,2
110993,2314,1
114060,2314,2
144148,2314,1
144889,2314,6
149399,2314,1
167069,2314,2
180067,2314,1
182401,2314,2
2258,2450,3
3830,2450,13
15229,2450,1
43758,2450,2
71839,2450,6
84047,2450,1
129784,2450,1
143961,2450,2
180067,2450,2
2258,2452,1
43758,2452,1
58965,2452,1
65897,2452,2
77917,2452,3
84047,2452,2
110824,2452,7
129928,2452,1
136526,2452,12
137311,2452,1
167069,2452,2
180067,2452,2
2258,2611,5
71839,2611,1
77917,2611,1
119078,2611,6
129784,2611,2
133970,2611,1
2258,2651,2
5557,2651,1
42113,2651,3
74840,2651,1
88940,2651,3
106022,2651,2
137311,2651,1
176478,2651,7
2258,3339,1
15229,3339,3
43758,3339,1
77917,3339,4
106022,3339,2
108564,3339,5
147885,3339,2
180067,3339,1
2258,3464,1
3830,3464,2
5557,3464,2
15124,3464,1
15229,3464,1
16274,3464,1
43365,3464,1
65897,3464,1
69173,3464,1
71839,3464,2
77917,3464,2
81140,3464,5
90654,3464,3
108564,3464,7
116255,3464,3
129784,3464,1
137311,3464,1
143961,3464,1
144889,3464,1
148812,3464,6
178241,3464,4
180067,3464,1
201268,3464,11
2258,3481,2
5557,3481,1
15124,3481,1
16274,3481,1
23297,3481,2
48292,3481,2
74840,3481,3
77917,3481,1
90654,3481,1
108564,3481,1
144889,3481,1
147885,3481,1
149399,3481,2
167069,3481,7
178241,3481,1
2258,4656,6
5557,4656,3
33731,4656,14
74840,4656,4
81140,4656,3
104288,4656,6
109709,4656,1
110789,4656,1
111923,4656,2
144889,4656,1
147271,4656,1
152144,4656,1
167069,4656,1
176478,4656,2
201268,4656,9
2258,4799,2
3830,4799,2
5557,4799,3
15124,4799,1
43365,4799,2
58965,4799,4
65897,4799,4
69173,4799,2
71839,4799,9
76678,4799,2
77917,4799,9
81140,4799,3
91925,4799,1
106161,4799,2
109709,4799,3
110789,4799,1
116255,4799,3
129784,4799,1
137311,4799,7
143961,4799,1
147885,4799,2
151378,4799,3
152144,4799,2
167069,4799,1
178241,4799,1
180067,4799,3
201268,4799,42
2258,4853,1
15124,4853,2
31310,4853,1
71839,4853,2
77917,4853,1
144148,4853,1
151378,4853,1
182401,4853,1
2258,4920,3
2335,4920,1
5557,4920,6
11912,4920,3
15124,4920,9
15229,4920,1
16274,4920,2
23297,4920,9
24609,4920,1
31310,4920,4
32099,4920,1
33142,4920,1
43365,4920,3
43758,4920,17
53694,4920,9
58965,4920,1
60040,4920,9
60694,4920,20
69173,4920,3
71839,4920,4
74840,4920,4
75304,4920,3
81140,4920,10
88940,4920,1
90654,4920,1
95676,4920,2
97899,4920,19
99132,4920,1
100414,4920,2
101141,4920,1
106161,4920,1
106638,4920,7
110789,4920,4
110993,4920,4
114060,4920,4
116571,4920,1
119078,4920,3
129784,4920,1
129928,4920,21
133970,4920,4
136526,4920,7
137311,4920,1
144889,4920,1
147271,4920,14
148812,4920,15
149399,4920,4
151292,4920,16
151378,4920,2
151994,4920,2
152144,4920,1
161695,4920,3
